text	readability
Sehr geehrte Kollegin, Meinem Chef erläutet dass Sie in unserer Firma in Stadt X arbeiten werden und dazu brauchen Sie ein wenige Tipps. Allerdings ist Stadt X eine große und manchmal gefährliche Stadt. Aber das ist einen Vorteil ein geeignetes Haus zu finden. Ich weiß es nicht entweder Sie hier allein oder mit Ihrer Familie mitbringen wollen, dann sollen Sie ein besonderes und ungefährliches Umfeld gesucht werden. Die Angebote für mieten hier ist erstauntlich. Es gibt viele preiswerte oder teuere Möglichkeiten. Aber man muss der Vermieter und die Nachbarn beachten, weil die vermiter die Fremde betrügen kann. Beim versuchen kann ich Ihnen gerne helfen. Je mehr wir suchen, desto mehrere Chance finden wir. Letztlich bin ich mir nicht sicher ob Sie ein Haus zu vermieten oder kaufen wollen. Jedoch finde ich es nicht sinvoll ein Haus in Stadt X zu kaufen ohne dass Sie langfristig hier wohnen zu überlegen. Die Häuse sind hier zu teuer zu kaufen deshalb schlage ich es Ihnen nicht vor.  Ich wünsche Ihnen eine gute Reise und drücke Ihnen den Daumen. Mit Freundlichen Grüßen  Maria Meier	0
Ist es sinnvoll, auch im Ausland die Traditionen fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren? In diesem Satz verstecken sich zwei uralte Frage - woher komme ich und wochin gehe ich? Die Antwort soll man selbst finden. Meiner Meinung nach, soll jeder Auslander das Ausgleich für sich finden und behalten. Das bedeutet: die Kultur, die Sprache, die Geschichte des Gastlanders sehr gut kennen und respektieren, allerdings diene eigene Kultur nicht zu vergessen. Weil man von seiner Vergangenheit geprägt ist, und diese Vergangenheit besteht aus der Sprache und der Kultur seines Heimats sowie aus verschiedene Erlebnisse, die man dort erlebt hat und Leute, die man dort kennengelernt hat. Man kann nicht auf solchen grössen Teil seiner Personlichkeit zu verzichten, ohne seine psychische Gesundheit nicht zu schaden. Den Zweck der Auswanderung soll man auch in Betracht nehmen. Wenn man z.B. als Spezialist kommt, um an einen befristeten Projekt teilzunehmen, kann man sich leisten, nicht in die Tiefe zu gehen. Aber wenn man für immer oder für sehr lange Zeit kommt, dann muss man sehr grösses Welt auf der Integration legen. Dies zwei Frage richtig beantworten ist nicht einfach. Ich wünsche mir und allen anderen, die ähnliche Fragen haben, das Ausgleich zu finden.	0
                                                12.3.2012 Liebe Katharina,        Am 1. April muss ich gehen nach Polen für eine woche. Ich brauche deine Hilfe. Du weiss daß habe ich eine Katze, nämlich Mietze. Kannst du bitte jeden Tag zu mein Hause gehen für Bella etwas Essen zu geben, und natürlich Wasser, auch.         Wenn ist das okey für dich, Können wir treffen und kann ich die Schlussel zu dir geben und vielleich können wir etwas trinken. Liebe Grüße Deine Maria	3
Müller Friedrich                     An: Au-Pair-Agentur Schultz und  Strasse. Nr.                        Regen str. 101 1234 Stadt X                                     90451 Nürnberg Sehr geehrte Damen und Herren, Ich möchte mich bei euch beschwerde, weil sie mein Arbeitgeber sind um situation wo ich mich jetzt finde. Alles was wir in der Arbeitvertrag unterschreiben haben, in Praxis ist erfühlt. Als erste, von Gastfamilie habe ich kein mein Freizeit und am Wochenende muss ich noch paar Stunde arbeiten. Zweite ist, das ich als Au-Pair Mädchen aus dem Ausland kommen um zu Deutsche Sprache gut zu lernen aber leider seit ich her gekommen bin hatte ich kein eine einzige Stunde des Deutshkurs besucht. Deswegen, ich erwarte von ihnen, ein Kontakt mit Gastfamilie zu nehmen und diese probleme zu lösen.  Ich danke ihnen für ihren Verständnis mit dem Hoffnung das diese Problem gelöst werden kann.  Im gegenteil, ich möchte sofort kündige und meine weitere beschwerde vor dem Bundesgericht lassen. Ich hoffe das wir nicht so weiter gehen müssen und wir miteinanderen eine richtliche lösung finden kenn. Mit freundliche Grusse Müller Friedrich	1
Guten Tag. Meine liebe Freundin! Heute habe ich eine Fahrkarte gekauft, aber ich habe ein Termin zum Arzt und kann nicht in Dortmund fahren. Ich wollte meine Tochter besuchen, aber jetzt kann ich nicht Wenn hast du Lust nach Dortmund fahren dann schenke ich dir meine Fahrkarte. Morgen um 7.Uhr fährt Zug nach Dortmund und du kannst dann zu deine Freundin fahren. Wenn willst du Fahrkarte haben, dann warte ich dich. Oder ruf mir an. Wann kannst du die Karte abholen.  Ich warte dein anruf. Tschuß. Julia Mit freundlichen Grüßen deine Freundin.	3
Friedrich Schmidt  Müllergasse 12 12345 Stadt X                              Stadt X, 22.03.2010 Computer-Spezialist Odenwaldstraße 5 53119 Bonn Bewerbung um einen Praktikumsplatz, Sehr geehrte Damen und Herren, durch Ihre Anzeige habe ich erfahren, dass Sie einen Praktikumsplatz in Ihrem Firma anbieten. Es hat meinen Wunsch und meine Motivation noch bestärkt eine Praktikum zur IT Systemkaufmann zu beginnen. An diesem Beruf reizen mich das vielfälltige Anforderungsprofil und der dirrekte Kontakt mit den teilweise verschiedenen Kunden. Da Ihr Firma für Freundlichkeit und Service auf höchste Niveau bekannt ist, bewerbe ich mich bei Ihnen. Nach der Schule habe ich in meiner Heimat, aber der Medizinischen Universität, Medizintechnischer Laborant (MTA) studiert und ich war drei Jahr in einem Labor tätig. Meine Stärken sind Organisationstalent, Einsatzbereitschaft und Zuverlässigkeit sowie Korrekte Umgangsformen und ein freundliches Auftreten. Ich setze mir selbständig Ziele und habe klare Vorstellungen über meine berüflich Zukunft. Über eine Einladung zu einem Vorstellungsgespräch würde ich mich sehr freuen, damit Sie sich einen Eindruck von mir machen können. Ich könnte Ihnen gerne ab sofort zuverfügung stehen. Mit Freundlichen Grüssen Friedrich Schmidt	1
Libe Silke. Filen danke die einen Brief. Ich komme gerne für ein paar Tage. Sie wünschst dir eine Katze von uns zum Geburtstag? Meine familie geht es ganz gut. fiele grüße Eva	2
                                                         Stadt X 1.8.2011 Stefan Meier Bahnhofsstraße 21 12345 Stadt X Au-Pair-Agentur Schultz & Partner 90451 Nürnberg Bitte um 50 Prozent der Kosten zu erstatten Sehr geehrte Damen und Herren, mit großem Interesse bin ich als Au-Pair nach Deutschland gekommen, um meine Sprache zu verbessern. Aber die Gastfamilie, die ich 3 Monaten bei ihnen wohnte, waren sehr unfreundlich und ich konnte keine richtige Beziehung mit ihnen finden. Zudem hatten sie Interesse an Italienische Kultur, so dass sie mit einander nur Italienisch sprachen. Im Vergleich mit was ich erwartet hatte, war diese Erfahrung sehr Peinlich,  und hatte ich kein Erfolg. Trotz meiner Erwartungen konnte ich nicht meine Deutsch verbessern sondern lernte ich einbischen Italie-unreadable-  Übrigens, hatten sie drei Kinder, mit denen niemand konnte sich erholen und waren nie rühig, daher musste ich Abends spät ins Bett gehen. Alles in allem bin ich unzufrieden mit Ihre Au-Pair. Wegen o.g Probleme bitte ich Ihnen Stellung zu nehmen und mindestens 50 Prozent der bezahlte Summe zu erstatten. Mit Freundlichen Grüßen Stefan Meier 	1
Michael Müller Zentralplatz 123 54321 Stadt X-Vorort   Stadt Yer Wohnungsamt.                                                              Stadt X, den 10 März 2012 Stadt Z   Für neue Wohnung zu mieten Sehr geehrte Damen und Herren, Ich interessiere mich für eine neue Wohnung, weil ich demnächst nach Stadt Z ausziehen muss. Ich bin Arzt von Beruf und jetzt habe ich einen Job in Stadt Z. Ich wohne in der Akademie Klausenhof in Stadt X und brauche eine größere Wohnfläche. Ich möchte einige Informationen über die Wohnung. Wie viele Zimmer hat die? Hat die einen Balkon oder eine Garage? Ich habe ein Auto und brauche eine Garage. Und wie hoch sind die Miete und Nebenkosten? Ich hoffe auf eine baldige Antwort. Mit freundlichen Grüßen, Michael Müller	3
Lieber Michael,                        Stadt X, 7.2.12 vielen Dank für deine Glückwunschkarte zum neuen Jahr. Ich wünsche dir auch alles Gute! In Märzt werde ich meine neu Arbeit als Verkäuferin. Ich finde, mir gefällt Neues Arbeit. Ich werde von 01.03. arbeitet. Ich habe Zeit und auch Lust. Komm mir gerne besuchen! An Silvester habe ich verschiedene gekocht. Ich werde gegesen und getrunken Rotwein. Später sind wir auch dann in die Bahnhofsstraße gegangen und haben wir das Feuerwerk angesehen. Bis bald! Herzliche Grüße Julia	2
Lieber Ingo, wie gehts Dir? Ich hoffe gut!. Ingo, ich habe eine Arbeit in Neuburg gefunden, und am 31.07. möchte ich dort umziehen. Köntest du bitte, mir Hilfen bei der Wohnungssuche? Ich möchte gerne zwei Zimmer Wochnung haben, am besten ins Zentrum. Ich bedanke mich für.raus und bis bald.  Viele Grüße Julia	4
                       Stadt X, 13.3.2012 Zentral platz 123 Stadt X 12345 Stadt Y Liebe Julia      Hallo, wie geht es dir? I habe eine Fahrkarte für dieses Wochenende (17-18.03) gekauft. Aber ich kann nicht fahren. weil ich ein termin habe möchtest du mit einem Zug Fahrkarte. Wenn du das möchtest, Du musst zu Stadt X am 16.03.2012 kommen. Du kannst nach Stadt Z mit dem Fahrkarte gehen. Antwortest Schnell bitte!! Bist bald Dein Freund Tobias	3
Das ist ein Thema, das seit Langem wichtig ist und mit dem die Gesellschaft unbedingt sich beschäftigen sollte. Das Problem der Anpassung/Integration  vor allem für  die Europäische Union von großer Wichtigkeit ist. Die Probleme der Migration sind allgemein bekannt und herrschen in der  Öffentlichkeit verschiedene Meinungen danach. Die Situation ist doch folgende: die Struktur der Kapitalismus hängt von der Globalisierung ab. Die Globalisierung bedeutet, dass die Leute sich umziehen,  damit sie  arbeiten und Geld verdienen könne. Aber  müssen die Immigranten unbedingt sich an einer fremden  Kultur orientieren? Die gesellschaftliche Harmonie spricht dafür, natürlich. Aber hier lässt sich als Gegenargument anführen, dass Immigranten, die ins Gastland gekommen sind wegen finzanziellen Gründen, haben das Anrecht auf  ihre eigenen Kultur. Weil ich  mit dieser Ansicht nur teilweise einverstanden bin, habe ich einen anderen Vorschlag. Es ist  jedem wichtig  in einem Land sich wohl zu füllen, darum  sollen wir erlauben Auslände  seine eigenen Traditionen fortzusetzen,  aber, was sehr wichtig ist, nur im Parallel mit  guten Kenntnissen von der Sprache und Kultur des Gastlandes. Zusammenfassend kann man feststellen, dass dies wird eine schwierige aber gangbare Lösung. Für die Zukunft könnte diese Lösung bedeuten, dass das Land ein Politik  der Multikulturalismus entwickeln muss. Auf jedem Fall müssen wir unbedingt aufpassen, dass die gezogenen Konzequenzen daraus sind nicht negativ.	0
Sehr geheerte Damen und Herren, die sich über eine Wohnung in Stadt X interessieren. Ich würde ihnen empfellen eine Wohnung zu suchen, die sich nicht in der Stadtmitte befindet. Denn es ist zu laut. und die Mitte ist zu hoch. Ich wohne ca. 20 km von Stadt X in eine kleine Stadt, die heißt Stadt Y. Man kann dort sehr günstige Wohnungen finden. Die meisten sind sehr gepfligt haben schönen Garten oder Balkon mit schönsten ausblicke richtung die Weinberge. Es gibt auch viele, möglichkeiten nicht nur für Einzelpersonen, sondern auch für Familie mit Kindern. Fast auf jede Straße gibt es einen Spielplaz. Ich empfelle Ihnen möglich eine Wohnung zu suchen die nicht weit weg vom Bahnhof ist, Den es ist wichtig die S-Bahn erreichen zu können, wenn man in eine andere Stadt arbeitet. Man muss nicht vergessen trozdem zu fragen ob die Mitte warm oder kalt ist. Und muss sich über die Nebenkosten auch sehr gut informieren. Für die Familien mit Kinder ist Stadt Y eine gute Lösung. Es gibt viele Kindergarten, und Supermärkte und man brauch nicht viel zu fahren. Ich empfelle ihnen einen Imobilienmarkler zu suchen, der Ihen helfen kann. Ich lasse meinen Telefonnummer wenn sie Fragen haben und ich wünsche euch viel Glück. Mim Freundlichen Grüße J. Winkelmann	0
GlückwünschezubabY bekommen. das Name Baby ser schun. Mir gefelt die Name. Name Meine Tuchter auch ist Eva. dies Meine ist oberal. Wi getes Eva. Glückwünsch zu babY. Ich Fuchomesch Baby bekommen.	4
                                                   Stadt X, 8.3.12. Lieber Michael, danke für dein tollen Brief! Es war schön von dir zu hören. Danke für deine Glückwunsche. Friedrich und ich haben auch ein tolle Silvesternacht gehabt. Wir haben viele Freunde eingeladen und eine schöne Party gemacht. Um 24 Uhr sind wir alle auch in die Stadt gegangen, und haben uns das Feuerwerk angeschaut. Es war wirklich laut, aber hat Spaß gemacht. Meine Wünsche dieses Jahr sind mein Deutsch zu verbessern, und mehr echte Freundinnen zu finden. Ich bin hier ja Ausländer und manchmal bin ich einsam. Aber es kommt langsam, und ich bin schon sehr dankbar für die Freundinnen, dass ich hier habe! Meine Arbeit läuft so weit ganz gut. Ich arbeite mit Deutschen Jugenlichen in einer Jugendschaftschule. Manchmal gibt es Herausforderungen, aber meistens bin ich glücklich und zufrieden mit meiner Arbeit. In Mai fliegen wir alle nach Albanien. Dort gibt es eine Gemeinde, und wir helfen mit ihre Projekte, leute kennenlernen, und andere Leute dienen. Ich freue mich schon auf die Reise. Ich hätte gern Lust auf einen Besuch von dir und Julia! Vielleicht das Ostern Wochenende? Friedrich und ich haben drei Tage frei. Passt das überhaupt bei euch? Überlegt es euch und sag mir Bescheid, wenn es geht. Ich bin gespannt auf deine Antwort. Herzliche Grüße Katharina	2
"Hallo miteinandern! Ich habe zufällig diese Forum gefunden und wollte meine Meinung danach mit euch teilen, da ich dieses Thema sehr interresant und seltsam finde. Es unterliegt keinem Zweifel, dass heutzutage immer mehr Leute ins Ausland reisen. Dafür gibt es unterschiedliche Gründe wie z.B. Arbeitssuche, Fremsprachelernen, Freunde oder Familie Besuchen oder einfach sich einen Urlaub zu gönnen. Allerdings jedes mal müssen wir uns mit der Kultur des Gastlandes zusammenstoßen. Hier stellt sich die Frage, was passiert jetzt unsere Kurtur und Tradition? Wir nehmen an, dass man für längere Zeit ins Ausland umzieht. Man hat schon eine Arbeit gekriegt, wohnt in eine kleine Wohnung im Großstadt und so herrlich läuft sein Alltag im Ausland. Nur muss man auch bedenken, dass die Leute andere Traditionen haben. Meines Erachtens ist es wichtig diese neue Kultur kennenlernen, um sich besser zu integrieren. Leider immer gibt es ein Für und Wieder. Ich halte es für lobenswert, wenn die Einwanderer seine eigene Tradition im Ausland weiter pflegen. Man kann immer ein Mittel und Wege funden, um sich nicht einsam zu fühlen. Nachdem man sich schon an neues Land angepasst hat, kann man beispielweise ein Verein gründen, dessen Besucher aus einem Land stammen. Ich persönlich finde das für richtig, denn ich habe solche Auslandserfahrung gemacht. Während meines Aufenhalts in Frankreich habe ich mich ab und zu mit eine polnische Verein in Paris getroffen. Das gibt uns Gelegenheit sich im Muttersprache unterhalten, Feste feiern oder sogar Weihnachten auf polnische Art und Weise. Mit anderen Menschen fühlt man sich „wie zu Hause"" obgleich wir im Ausland sind. Zusammenfassend kann ich sagen, dass nach meiner Sicht,  man sich mit der Kultur des Gastlandes integrieren soll, aber dabei Tradition seines Heimatlandes fortsetzen."	0
Liebe Daniela wie geht es Dir? Ich habe Schwimmen gehen. Kommst tu mit gehen. Ich gehe Nahmittag bis 15 Uh. Wir sind mitbringen wasser, coola Pizza, will du mitt. Wir gehe Sport Sentrom. Viele Gruß.d Julia	4
                                     Stadt X 5./3/2012 Liebe Dana viele donke für den Brief. Meine Liblingin Freundin Dona, Vi geht es dir. deine Elterin sind alle gud, wi ist das anbient in der Ausland, ich Finde du freu sich. Mit deine Ältarin, ich auch vollte ein mal in stanbull gehen, ober ven hobe ich Ferien vieleich. gehe ich dort. Danke schön För mir was hat deine tante gadacht, ich wil du uns deine Älterin sind alle gut. Ich wünche euch einen schönes zeit, und mir schönes Ferien. ich hofe wir bleiben sehr gut Freundin. Ich moche alles Für dich wos broch.sdu Fon mir viele grüße Maria	2
Müller Maria Katharina Zentralplatz 12 12345 Stadt X Aupairsglobal Bahnhofstr. 101 65185 Wiesbaden                                   Stadt Y, 10.10.2011 Ihre Werbeanzeige: Internationale Au-pair Vermittlung Sehr geehrte Damen und Herren, ich habe Ihre Werbeanzeige gelesen und interessiere mich für eine Au-pair-Stelle in Deutschland. Mein Name ist Müller, ich bin verheiratet und habe ich selber drei Kinder. Als Beruf bin ich Krankenschwester. Ich bin siebenundzwanzig Jahre alt. (27) Bitte schön, mehrere Informationen geben Sie mir. Wegen Aufenthaltsformalitäten möchte ich punktuell meine Aufgaben kennen. Was soll ich im Haushalt und auch bei der Kinderbetreuung helfen? Und andere Frage ist: soll ich deutsche Sprache gut sprechen, weil ich eben ein Deutschkurs besuche? Wegen die Freizeitaktivitäten haben Sie einige Angebote? Ich möchte in meiner Freizeit im deutsche touristische Städte fahren. Sie könnten mich unter mein Handynummer: 0123 456789 erreichen, oder auf meine Email Adresse: maria.meier@internet.de Mit freundlichen Grüßen. M. Müller 	1
Stadt X, ist eine große Stadt im Südbrasilien, wo man die möglichkeit hat, sich zu entscheiden, ob man im Zentrum, nebens Meer, oder neben der Universität wohnen möchtet.  Es ist praktisch im Zentrum zu wohnen, wenn Man die beste Schulen, Einkaufszentrum, Restaurants, Bars. Außerdem ist es sicherer da zu wohnen, wo mehr von der Polizei aufgeachtet wird. Anders seits muss man similisch viel bezahlen um diesem Standart zu haben. Wer ein bisschen Ruhe sucht und in einem Urlaubsort leben will, darf sich ein Platz ans Meer aussuchen. Stadt X hat ungefähr 100 Strände, wo die Sonne fast das ganze Jahr scheint. Der einziger Nachteil ist, dass viele Touristen im Sommer nach Stadt X, kommen, um Urlaub am Strand zu haben. Deswegen sind die Strände immer volle in dieser Zeit. Für die Studenten gibt es auch den Wahl neben der Universität von Stadt Y zu wohnen. Man muss einfach achten, ob man sich da wohl fühlt und wo es für sich interresanten scheint.	0
                                     Stadt X, 17.4 Lieber Michael, danke mich ganzherzlich für deine liebevolle Briefe. Ich habe mich sehr gefreut. Die Silvesternacht haben wir eine große uberachung gehabt. Mein Eltern sind zu uns gekomen. Wir haben gemeinsam gekocht und gegessen. Später sind wir nach Stodt X gefahren und den Zoo bestitigen. Es war echt super und Sehenswürdig. Hoffentlich geht mein Wünsch für das neue Jahr im Erfüllung. Im spätjahr werde ich mit meiner Ausbildung als Heilpraktiker abgeschlossen. Danach würde ich Euch gerne besuchen und gemeinsam mit Euch etwas unternehmen. Habt ihr Zeit und auch Lust? Ich bin beim der Arbeit ganz entspann-unreadable- viele idee austausch möglich ist und Andre Leute helfen kann. mit freundliche Grußen Katharina	2
Uberall werden Sprachen gesprochen und im Besonders die Sprache des Landes, in dem Man lebt. Ich halte Deutschlernen sinnvoll aufgrund der folgenden Pünkte: + Sich ausdrücken und austauschen zu können. Wenn Man in Deutschland lebt, muss man mit den Leuten kommunizieren, Ideen austauschen, können. + Deutschlernen ist sinnvoll, weil das Erlernen der Sprache hilft Vorurteile zu abbauen. Zum Beispiel die Vorurteile gegen Ausländer. Weil sie die Sprache nicht können, denken die Leute das sie (Ausländer) ungebildet sind. Dieses Gedenken lässt sich nicht anders überprüfen ohne Sprachkenntnisse. Auch um eine Arbeitstelle zu finden ist unmöglich ohne Sprachkenntnisse. Um sich in der Landeskultur zu Integrieren muss man die Landessprache können. 	0
Liebe Maria, Ich fahre am Freitag nach Köln, Kanst du bitte mein Kleine und süsse Hund kümmern. Tut mir sehr leid, ich kann nicht meine Hund mitnehmen. Ich bin am Sonntagabend wider da. Vielen Dank im Voraus für Deine Hilfe.  Mit Fröndlischen Grüsen Friedrich	3
Meier Katharina                           603.2010. 1234 Stadt X Computer-Spezialist Odenwaldstraße 5. 53119 Bonn Bewerbung um eine Praktikumstelle Sehr geehrte Damen und Herren, ich kenne Ihr Unternehmen als Kundin, daher möchte ich mich bei Ihnen als Praktikantin bewerben Wie Sie aus meinem Lebenslauf entnehmen können, besuche ich zur Zeit einen einjähriges Kurs. Dieser Kurs beinhaltet Deutsch, Englisch, EDV Zu meinen Stärken gehört Belastbarkeit und Teamfähigkeit, ich lerne gerne neues, und arbeite in Aufgabengebiet schnell ein meine Praktikum fängt in April an, ich muss 20 Stunden pro Woche arbeiten Wenn das Praktikum gut verlaüft, möchte ich mich bei Ihnen als Systemkauffrau lernen Ich hoffe mit meiner Bewerbung Ihr Interess geweckt zu haben. Über eine positive Rückmeldung und über eine freundliche Gespräch würde ich mich sehr freuen Mit freundlichen Grüßen Katharina M.	1
Eva Müller Zentralplatz 12 12345 Stadt X Computer-Spezialist Odenwaldstraße 5 53119 Bonn                             Stadt X, 22.03.2010 Bewerbung Sehr geehrte Damen und Herren, mit großem Interesse habe ich Ihre Anzeige im Internet gelesen und möchte mich bei Ihnen um eine Praktikumstelle bewerben. In einer Firma in Deutschland ein Praktikum zu absolvieren war schon lange mein große Wunsch. Nach der Schule habe ich in meiner Heimat Fremdsprachen an Pädagogischen Institut von Stadt Y studiert. und danach habe ich eine Ausbildung als Kauffrau absolviert. Meine Muttersprachen sind Russisch und Georgisch Ich spreche fließend Englisch und habe gute Kenntnisse in Deutsch Außerdem habe ich viel Erfahrung im Ungang mit Computern. Ich bin flexibl und eine Zusammenarbeit mit anderen macht mir viel Spaß. Durch ein Praktikum in Ihrer Firma kann ich berufliche Kenntnisse erwerben und mein Deutsch verbessern. Über eine positive Antwort von Ihnen würde ich mich sehr freuen.  Mit freundlichen Grüßen Eva Müller	1
Liebe Daniela, gehen wir heute ins Schwimmbad. Ich denke besser ins Termalbad in Stadt X gehen. Könnten wir am HauptBahnhof treffen? Ich denke das ist besser für uns und dann können wir einen bus bis zum Termalbad geben. Trefft um 19 Uhr! Bring bitte dein Badanzug und 10 Euro mit! Mit freundliche Grüße, Eva	4
Sehr geerte Damen und Herren, ich heiße Frau Winkelmann, ich suche andere Wohnung für mich, weil meine Wohnung zu groß ist. Ich suche 2 Zimmer Wohnung, ungefähr 55 ca., mit Balkon oder Terrasse und Garage. Die Miete muss nicht höhe. als 450 Euro warm sein. und in fern von Stadtzentrum z.B. in Stadtteil X oder am Stadtgraben. Mit freundlichen Grüßen Maria Winkelmann	3
Seher geeherter Herr Meier in zwei Tage fahre ich nach Stadt X wegen eine Geschefts arbeit. Deswegen kann ich nicht meine Katze mir nehmen. Könnten sie bitte  sich  um meine Katze kummern, während ich nicht zu Hause bin.  Das was sie frißt habe ich alles früher gekauft. nur Sie braucht jemand welsche um sie kummert. und ich denke sie sind die richtige Person.  Ich freue mich sehr, wenn Sie mir helfen kann es wäre schön, wenn Sie mir sobald Bescheid geben. Mit freundlischen Grüßen.	3
                             08.03.2012, Stadt X Lieber Jens, Ich wünsche dir herzlichen gratuliert! Wie geht´s dir? Wie es der Mutter des Babys geht? Name des Babys?Ich möchte sie sehen. Aber ich habe kein Frei. Ich habe Urlaub im Juni. Ich möchte zu Hause kommen. Gib meine grüße zur Mutter und des Babys.  Mit Freundlichen Grüßen Julia	4
Liebe Silke! Danke schön für dein Brief! Das freuet mich sehr die Briefe von dir bekommen. Der ganzen Tag hatte ich schlechte Laune und jetzt... habe ich breites Lächeln!!! Anna und Max sind beide schon so groß! Ich vermisse euch sehr. Beim letzten meinen Besuch waren sie noch so klein. 2 Jahre sind so schnell vorbei. Und schon da, hat mir Max gesagt, das er eine Katze haben möchtet. Ich kann mir vorstellen, wie er sich freuet! Eine Katze.. Das ist echt SUPER. Übrigens, wie nennt ihr die Katze? Als ich ein Kind war, wünschte ich mich auch ein Haustier haben, aber mein Bruder war einbischen zu klein und deshalb  hatten wir ein „Haustierverbot“. Es war sehr Schade Aber jetzt bin ich Erwachsene. habe eigene Wohnung und ein Mehrschweinchen, das du, leider, noch nie gesehen hatte. Und jetzt kommt mein Geburtstag... Ich habe schon mir gedacht, dass es einen guten Grund ist um alle zusammen zu sammeln! Du hast schon geschrieben, dass ihr alle nicht so viel Zeit habt. Aber wir haben noch ein Monat zu überlegen. Da ich nicht so viel Zeit habe, wollte ich keinen Feiertag haben... Wenn ihr mich besuchen möchtet, konnen wir schöne Zeit zusammen verbringen.  Silke, Zum Geburtstag, wünsche ich mir keine schönes Auto oder teurste Geschmücke. Ich möchte nur ein Aquarium und ein Fisch haben. Das ist mein Traum. Also, lässt mich Bescheid, kommt ihr oder nicht. Und ich hoffe, dass wir uns in einen Monat sehen. Viele liebe Grüße deine größe Familie! Ich warte ungeduldig auf die Antwort. Viele, liebe Grüße,  Eure Katharina 	2
Sehr geeherte Damen-Herren. Ich suche neue Wohnung 2 Zimmer 1 Kuche und Bad mit Balkon und Garage. Haben Sie die Wohnung in Frankfurt anbieten. Ich möchte ungefähr 500 Euro. Für Miten Mit Herzlichen Viele Grüße Müller	3
Hallo Julia Ich haben eine Fahrkarte meine Sona einen Wochenendausflug gekauft Leider känn ich nicht fahren Fragen. Ich gehe Senter und Kerche möchtes du Fragen. Kannst du das Ticket mehrem u fahren Viel Gruße Danke	3
Liebe Maria, hallo, wie gehts dir? Gestern konnte ich dich nicht  am 18.00 Uhr anrufen. Weil ich  und mein Hund beim Tierarrzt waren. Leider ist mein Hund krank.  Maria, weißt du, dass ich übermorgen am 10. Uhr nach Stadt X für 3 Tagen fahren soll. Ich kann nicht meinen Hund mitnehmen, weil ich meinen Onkel besuche und er die Hunde häßt. Du weißt schon, dass mein Hund dich liebt.  Jedes Mal sieht er dich, springt und kusst dich. Wenn du meinen Hund bei dir bleiben möchtest, ruf mich bitte sofort  auf meinem Handy an.  Maria, du hast viele Erfahrung mit den Hunden, weil du einen Hund  hatest. Bevor er ist gestorben.  Für das Essen und Spazieren schreibe ich nicht, aber er soll seine Medikamenten 3 Mal im Tag nehmen, und nach 4 Tagen kannst du bitte zum Arzt auch ihm bringen. Ich bringe ihn zu dir morgen Abend am 17.00 Uhr mit seinen Medikamenten. Vielen Dank im Voraus für dein Verständniss. Viele Grüße und Küsse              Michael Friedrich Müller	3
Sehr geehrte zukünftigen Kollegen, ich möchte euech eine Information über den Wohnungsmarkt in mein Stadt mitteilen. Als erste, möchte ich mich vorstellen. Mein Name ist Maria, ich komme aus Ukraine, wohne seit ein Jahr in Stadt X. Ich liebe diese Stadt und lade euech ein hier zu wohnen und arbeiten. Es ist möglich ein Haus zu kaufen und auch ist möglich eine Wohnung zu vermieten. Wenn Sie mich fragen, was besser ist, kann ich auch nicht sofort antworten. Ein Haus zu besitzen gibt es viel Freiheit, da gehört  meistens auch noch klein Gründstück dazu, wo mann richtig genießen kann schöne Wetter beim Grillen z.B. Was ich als Minus bezeichnen kann beim Kauf einen Haus, das ist sicher finanzielle Seite. Ein Haus kostet teuer und alle Reperaturenkosten liegen auf dem Besitzer. Andereseits ist es wenn Wohnung vermietet. Mann zahlt immer wieder die gleiche Summe pro Monat und lebt sorgenfrei auch wenn irgendwas defekt in der Wohnung ist, weil da für ist der Besitzer da um das zu reparieren und vorsorgen. Welche schwierigketien gibt es, wenn man Wohnung vermietet? Es könnte Problemen mit Nachbarn auftreten wegen Lärm oder Unordnung. Die Regel wie man sich benehmen muß stehen in dem Mietvertrag. Wenn die Regeln angehaltet von Vermieter sind, dann gibt es auch kein Problem. Sie können es selber entscheiden, ob Sie Haus oder Wohnung vermieten oder kaufen wollen, aber dass die Menschen in mein Stadt sehr herzlich sich, dass kann ich Ihnen versichern. Mit freundlichen Grüßen                        Meier Eva	0
Von: Michael Stefan                                 29.05.2012 Lieber Ingo, wie geht es dir? Ich bin auch gut :) Meine Freund, habe ich eine neue Arbeit in Neuburg gefunden (deiner Stadt ;)). Jetzt muss ich eine neue wohnung suchen! Könntest du bitte deinen Freund einbischen helfen? :) Wann hast du Zeit? Such bitte eine große wohnung (zwei Zimmer) weil ich mit meiner Freundin zussammen leben. Danke für deinen hilfe. ruf mich sofort an. Viele Grüße Stefan	4
                        Stadt X, 08.03.2012 Lieber Jens, ich Glückwünsche für das Baby und euch.  Was sein Name das Baby? Ich höffe, das Baby und die Mutter gut sind.  Nechsten Monat möchte ich euch gehen. Ich glücke gut Gesundheit Friedrich	4
                                              05.01.2012 Stadt X Hallo Julia Ich habe eine Fahrkarte gekauft. Leider kann Ich nicht fahren Habe Ich einen Termin zum Azten Ich bin krank Aber möchten Sie meine Karten haben morgen kannst du Farkarte hollen. Viele Grüße Maria	3
