text	readability
Für eine Seite finde ich, sehr, ineressant und wundervoll neue Kulter lernen, neues Essen probieren und ganz andere Land Kennen zu lernen.	0
Die Familie war nicht so wie in der Werbung.	1
Ich denke, es ist sinnvoll diese Sprache zu lernen, die man ammeisten braucht.	0
Ab 10 Juli 2010 könnte ich als Praktikantin zur Verfügung stehen.	1
Ich mache jedes Jahr eine Ausflug nach Ausland, in eine unbekannte Stadt was ich noch nicht kenne, weil dort kann ich dem Kultur der Stadtes und der Traditionen den Stadts kennelernen.	0
Die Einzelpersonen, wie z.B.	0
Ich war unzufrieden.	1
Wie ist deine Frau und dein Baby?	4
Sie haben auch andere möglichkeiten, obwohl Teuer ist.	0
Muss ich mich nur um die Kinder kummern oder muss ich auch putzen, kochen, waschen und bügeln?	1
Neben dem Albanisch, spreche ich Kroatisch, Englisch und im Deutsch habe ich gute Kenntnisse.	1
Lieber Michael,                                    Stadt X, 12.03.2012 viele Danke für diene Breif, ch wünsche Dir Alles gutes neuen jahr und gehsundheit, bei mir an die Arbeit ich habe neu chf und ich habe ander Büro neu mobil mit frish geschtrichen.	2
Näschte Monat fliege ich nach China zurück.	2
Meine Wünsche für das neue Jahr ist eine neues Haus zu kaufen.	2
Dreizig Jahre später man kann ohne Probleme eine Wohnung oder ein Haus mietten oder kaufen, aber es kann auch sein, dass in ein Gross Stadt man kein Platz in die Nehe vom Arbeit, Schule, Freunde oder Universität findet kann.	0
Maria Meier Müllergasse 12 12345 Stadt X International Au-pair Bahnhofstr.	1
Er war wirklich eine Überraschung für mich. Natürlich, möchte ich sie besuchen, wenn du züruck kommst, auf jeden Fall hast du viel zu erzählen.	2
Vielen Dank für  deine Hilfe!	4
Natürlich ich besuche dir gern in nächsten Monat.	2
Aber du weißt ja, unser Türkisch sie haben uns nicht richtig verstanden.	3
Ich denke, dass man sich ander Kultur des Gastlandes interessieren muss.	0
Vielleicht kann ich auch Bello (meine Hund) bringen.	2
Bevor man eine wohnung mieten, muss man darauf beachten, wie die wohnung geheizt werden und welche öffentlische Verkehrsmitteln man benutzen kann, weil das Wetter in  Ankara besonders im winter sehr kalt ist.	0
für die Arbeit bin ich jetzt leider Arbeitslos.	2
Leider Ich habe andare Termin mit mein chef.	3
Mit freundlichen Grüßen Michael Müller.	0
Dein - Michael	4
Sehr geehrter Herre Ich  suche ein wohnung mit ein Zimmer und mit band, und mit Balkon.	3
Es wäre sehr nett wenn du die Hase für paar Tagen mit  nehmen Kanst.	3
Wir müssen Schritt zum Schritt die Traditionnen und die Kultur unseres neuen Land kennen.	0
Sie haben nach meiner Arbeit gefragt.	2
Wo möchst du schwimmen gehen?	4
                                                   Stadt X, 28.02.2012 Liebe Dana wie geht dir?	2
Heimtland war meines Land und es beliebt.	0
In Korea wird der Wohnungsmarkt immer noch schlimmer.	0
und in Dreter Stück.	3
Ich bin in Stadt X und besuche meine Freundin, sie wohnt schon 15 Jahre hier.	2
Ich have eine Woche für einen neue wohnung finden Könntest du mir helfen?	4
Der Wohnungsmarkt in Stadt X Wann man an die größte Stadt eines Landes denkt und auch an die Hauptstadt des Landes, kommen sofort hohe Preise in den Kopf.	0
In Mai fliegen wir alle nach Albanien.	2
Trotzdem finde ich es äusserst essentiel und unverzichtbar, insbesondere für Schweizer und Deutsche, die Sprache Deutsch zu lernen.	0
Ich denke, das ist glücklich.	2
                           Stadt X, den 12.	1
Ich war nicht wie ein Teil die Familie.	1
Ein Haus zu mieten oder kaufen, kommt selten in Frage, weil bei uns wenig Platz gibt.	0
Für diese verantwortungsvolle bringe ich alle Voraussetzungen mit Ich habe 5 Jahre Informatik an der Technischen Hochschule in Stadt Z studiert.	1
z.B.	0
Englisch ist natürlich interessant und wichtig für die Kommunikation und für die Computerwelt.	0
"Kommunikation ist alles, Ja es stimt ohne die Sprache kann man sich nicht austauschen und er ist sozusagen einer „Autsider"" - Aussenseiter."	0
Es ist wichtig als Migrant die Sprache und die Sitten und Gebräuche des neuen Landes kennen zu lernen.	0
Ich werde zu Haus zurückfahren am Sonntag 15 Janaur.	3
Man kann auf enen Zimmer miten bei eine Familie.	0
Mit freundlichen Grüßen, Friedrich Müller	1
Innerhalb von 14 Tage Ihre ablehnung werde ich gerichtlich gegen Sie vorgehen.	1
Erzhalt mir.	4
Aber ich fahre genr 27 Februer mit 1 schön Siammese Kätze.	2
Sprache macht einfache in Gastland zu leben.	0
Also empfelle ich dir anderen Wohnungsmarkt.	0
Für diese Stelle bringe ich alle Voraussetzungen mit, Ich studierte 2 jahre Psycologisch an der Univärsitet.	1
Ich möchte meine Eltern besuchen in Hessen und dann fahren wir zusammen nach Stadt X zu meiner Tante.	3
Wir telefonieren noch.	2
Natürlich soll man die Sprache des Gastlandes lernen.	0
Es kostet 600€ bis 700€ mieten.	0
Ich habe gar nicht gut geschlafen.	1
pozdraviam serdezcne   Mit Froindlichen Grüßen Müller	1
Wie heißt Baby?	4
Dieser Orientierung nach den ausländischen Kulturellen gibt es verschiedene Stufe.	0
Maria Müller, Zentralplatz 12 12345 Stadt X SLOWAKEI Aupairsglobal                                                                       Stadt X, den 29.10.2011  Bahnhofstr.	1
Semester Verwalten und Organisation an der Schlesichen Universität.	1
und Jeden Tag muss ich im Haus bleiben, Ich mag Tanzen und Musik Hören und Wie oft habe ich Freizeit und Kann ich ins Disko oder auf die Party gehen.	1
Antwortest du mir, ob du möchtest.	3
Für Schweizer und Deutsche ist es deshalb sehr sinnvoll.	0
Im Gegensatz würde ich gerne folgende persönliche Eigenschaften anbieten: Leistungsbereitschaft und natürliche (nicht gezwungene) Kommunikationsfähigkeiten.	1
Dann denke ich um eine kleine Papagei - das ist das, was ich gerne möchte zu haben.	2
Kann du mir von Instalbul ein postcard schicken.	2
Die Sprache hilft man diese Kultur zu erfahren.	0
Gleichzeitig muss man die negative Seiten die jede Kultur hat in Kauft nehmen.	0
Ich froehe mich, dass du zu besuch bei deiner Verwandten in  der Türkei bist.	2
Ich wünsche dir viel glück im Prüfung.	2
Solche Situazion schädetet natürlich eine gewisse soziale Gleichgewicht.	0
und möche in EU arbeiten Aufgrund der EU Entrett können wir in Deutschland ohne Visum arbeiten.	1
Über eine Einladung zu eine persönliches Vorstellungsgespräch würde ich mich sehr freuen.	1
Das Finanzierungssystem in der Schweiz siet etwas anderes aus, als in anderen Ländern.	0
Ich möchte schöne Wohnung mit zwei Zimmer, mit größer Küche und mit größem Badzimmer.	4
In Stadt X die Lohnen sind höher als in den anderen Städten Polens aber entsprechend für die Kosten.	0
Ich habe ein Auto und ich möchte mein Auto in den Garage sein.	3
Wir haben viel gelacht, weil meine Frau viel angst hat.	2
Ich habe nicht mit meiner schwester gesprochen weil sie in USA ist.	2
                                                                      Stadt X 13.03.2012 Liebe Michael ich habe Gesundheit und Glück für mich und meine familie ge wünscht, auch Spass an der Arbeit.	2
Ich weiß, dass du hast ein Paar Tage Luxembourg geträumt.	2
Ich hoffe bald von Ihnen zu hören, und auch ein Paar informationen zu bekommen.	1
Meiner Meinung nach die Grunde weshalb ein Person in anderem Land sich aufhällt spielt eine entscheidende Rolle.	0
Ich verstehe was du meinst über Verwandte im Ausland leben.	2
Ich bin in einer Gruppe.	0
Ich freue mich sehr, dass du eine schöne Abend im Silvester mit deine Freundenen gemacht hast.	2
Dann hätten wir gern ein Parkplatz oder 2, oder Garage, weil wir zwei Autos besitzen.	3
Als man Deutsch lernt, kann man lernen, etwas zu kritisieren oder etwas logisch zu erklären.	0
Können Sie bitte mir sagen, wie viel Kostet am monat und wie viel Nebenkosten.	3
Wir haben doch eigenen Kopf zu denken und zu gestallten.	0
Das ist die Weltsprache, die relativ einfach zu lernen ist.	0
Weil dadurch die Kinder sich miteinander treffen, um vietnamesisch sprech zu können und auch die traditionelle Kultur anzunehmen.	0
Vielen danke Mit freundlichen Grüßen, Michael Winkelmann	1
Friedrich Müller Zentralplatz 1 12345 STADT X Computer-Spezialist Odenwaldstraße 5 53119 Bonn                                                03.07.2010.	1
Herzliche glückwunsch zur bestandenen Prüfung.	2
Zum Geburtstag.	2
Ich finde ein paar Sache nicht in Ordnung und möchte alles richtig erklären, dass liegt daran, dass nicht alles das in meiner Vertrag stetht stimmt war.	1
Es wäre schön wenn ich in Deutschland Arbeiten könnte, auch mein Deutsche verbessern.	1
Aber for die andere Hand liegt es anders, Ausland kann uns verboten unsere Tradition wen es für ihnen nicht gut ist.	0
Wie heißt sein Sonn?	4
Ich habe eine Arbeit gefunden.	4
Mit freundlichen Grüßen Maria Schmidt	1
Aber Vorsicht auch mit Wohnungen und Häusern, die zum Kaufen angeboten sind: geheime Fehler, sogar Konstruktionsfehler immer stattfinden können!	0
Wenn du brauch die fahrKarte rufe mich an Veile Grüße Maria	3
Vielen Gruße, Eva	4
Ich mochte in Dubai mit Flueg Air Qatar fahren.	3
Ich bin verheirated und habe 3 Kinder.	3
Diese Stadtteile sind grün, ruhig und gemütlich, mit vielen Parks und kleinen Laden, wo man sich entspannt kann Stadt X ist sehr groß und jede kann ein passende eigene Bezirk finden.	0
Leider, kann ich nicht mit dir fahren.	3
Bitte: Ich warten für Ihren antwort.	1
Friedrich Meier	3
Aber im Fälle meiner zweiten Meinung, wenn die zwei Kulturen zueinander nah sind, kann man seinen Kultur öffensichtlich und ruhig benutzen und üben.	0
Ich habe festgestellt, dass die Arbeit im Geschäft mir Spaß macht.	1
Lieber Ingo                                   16.03.2012 Wie geht´s dir?	4
Ich möchte eine Bericht zu Ihrer Temer geben, um eine wohnung in Stadt X zu finden.	0
um 8 Uhr treffe ich mich mit Michael auf Hauptbahnhof.	4
In Russland feiert man traditionell das Neujahr anstatt Weinachten wesentlich mehr und feierlicher und damit hätten die deutschen Leute auch nichts kontraverses zu sagen.	0
Liebe Silke!	2
Ich hoffe meldest du sich foher deiner besuchen.	2
So möchte ich ihre Wohnung zum Nebenkosten und zur Lage.	3
Das heißt sollten sich sowohl die Arbeitsplatz als auch die Wohnung in einer Umgebung befinden.	0
Sonst, ist die Lebensqualität gleich.	0
Ohne seinen Traditionen, ohne seinen Kultur kann man nicht leben.	0
Ich interessire mich besonders für mein Freizeit, ob ich selbst lösen, wie kann ich die verbringen?	1
Könntest du bitte deinen Freund einbischen helfen?	4
Es geht immer wieder besser.	2
Wohnen in Stadt X kann ein sehr schönes Erlebnis sein.	0
Und auch manche Sachen die nicht unhöflich für mich sind, sind nicht so für die Deutsche.	0
Weiss du, meine Eltern haben für zwei Jahren auch in Istanbul gewhonnen.	2
Ich bedanke mich im Voraus.	1
und passende Wohnung oder Haus.	0
Ich hoffe, dass Sie mit mir möchten arbeiten werden.	1
Wie geht´s?	4
Ich habe meiner Große Opa und Oma im Hauptstadt Ankara, nicht viele Kilometer von STembul.	2
"Aufsatz: „Warum ich Deutschlernen für sinnvoll halte"" Sprachenlernen ist immer spannend und interessant."	0
Ich habe ein Fahrkarte gekauft: Ich wollte zu mein Eltern fahren.	3
                     Stadt X, den 24.	2
Schreib mir bitte ein sms.	2
Mit freundlichen Grüßen Katharina Schmidt	0
Am Anfang ist es wahrscheinlich schwierig in eine andere Kultur zu leben.	0
Dann, habe ich auch Verwandte in Ausland.	2
Ich brauche eine große wohnung, ca 100m² mit Balkon, und kuche.	4
Ich bin der Meinung, wir mussen unsere Traditionen mit welche vorteil bei andere gibt.	0
Ich bin jetz sehr beschaftigt, aber wenn das Wetter schöne ist, ich mochten euch ein Wochende besuchen.	2
deine froind komme?	4
Aufsatz Deutschlernen es macht ein Vollsinn.	0
Meine spezielle gund für diese Tatigkeit mochte ich im folgenden darlegen: Ich bin kompetent, interesse an elektronische und arbeitete bereits praktikant informatik in Polizei.	1
Und obwohl man im Ausland lebt, kann es fortsetzen.	0
Brauche ich noch mehr erfahrungen in der DeutschSprache, oder dass genugend?	1
Zum Abschluss, Ich sage nur wir dürfen unsere Tradition nicht aufgeben nur noch mehr Traditions aufnehmen.	0
Eine Wohnung mieten ist nicht so schwer in Korea.	0
Mit freundlichen grüßen Maria Julia Müller Schmidt	1
Nach meinem Schlusab-unreadable- mit sehr guten Noten habe ich eine gute Ausbildung begonnen.	1
2.	1
Und muss sich über die Nebenkosten auch sehr gut informieren.	0
Ich brauche einen klein Wohnung im zentrum oder in der nehe von U-Bahn.	4
Im Mai habe ich eine Woche frei.	2
Die Stadt ist nicht in ein sehr  Ordnung.	0
Ich höfe: dass du immer gesund bist.	4
Drittens musste ich nicht Freunde treffen nach 20 uhr, deshalb bin ich immer zu Hause geblieben und habe keine Freizeitaktivität dort gehabt.	1
Vile Grüße Deine Freundin Julia	4
Heute bin ich in Deutschland, meiner so zu sagen zweiten Heimat.	0
Das ist heute sehr gut information.	4
Ich denke, dass das Problem der Vater war.	1
Meine Wohnung ist Klein und möchte ich umzehen.	3
Aber ich kann nicht fahren, weil ich mit meiner Kleinen Nichte bleiben muss.	3
Meiner Meinung nach spielt die Möglichkeit, schnell und einen guten Wohnplatz zu finden, für die ausländische Fachkräfte sehr große Rolle.	0
Über Freizeitaktivitäten habe ich auch ein Paar Frage.	1
Deswegen ist mein Wunsch für das neue Jahr klar: mehr Gesundheit!	2
Ich könnte sofort beginnen.	1
Wenn Sie für unsere Firma sich entscheiden haben, dann kriegen Sie sowol Anspruchsvollen Job, als auch die Moglichkeit das Leben in Stadt X geniesen.	0
An die                                        19.01.0.12 Wohnungsamt Sehr Geherte mein Damen und Herren.	3
Meiner Meinung nach es ist, dass Jedes Land ihre traditionen behalten muss.	0
Herzlische glückwünsche mein Freund Jens für Vater worden.	4
Und das wäre eine grosse Fehler.	0
Da würde ich mich sehr freuen, wenn wir euch besuchen können.	2
Mit freundlichen Grüßen Maria Schmidt	1
Eine weitere Beispiel für die Ähnlichkeit des Kulteren und Traditionen ist das Opfer Fest.	0
Mein Ausweise ist bereit und bin zu vermitllen ab 1.	1
Also, wenn ich in ein Fremdes Land ein Stück von meiner Kultur finde, dann wird das Fremde Land für mich vertraut.	0
Nach deiner Rückkehr würde ich dich bei die zu Hause besuchen.	2
Die Jungen Mieter leben meistens alleine, und Verdienen vor allem genug.	0
Ich werde sehr froh, wenn ich eine Geburtstagskarte bekommen, und vieleich eine Schockolade.	2
Stadt X ist ein groß Stadt, gibt es in Stadt X Viele bewohner.	0
Dies hat mein Interess geweckt als Praktikantin bei Ihnen zu arbeit.	1
Möchtest du diese Fahrkarte haben?	3
Heute begegnet man immer mehr Gastarbeiter oder Austauschschüler in aller Länder der Welt.	0
Vor allem in Ostdeutschland gibt es ein Mangel der jungen Ärzte, die die einfachen Aufgaben machen könnten.	0
Ich will diese Jahr auch mein Studium weiter beginnen.	2
Ich finde es für günstig, wenn sie hier ein Jahr planen zu bleiben.	0
: 0611/9988776                                               Stadt X, 26.04.11 Anfrage nach Au-pair programm Sehr geehrte Damen und Herren, mit großen Interessen habe ich Ihre Anzeige gelesen.	1
Ich warte auf eine baldige Antwort und verbleibe  Mit freundlichen Grüßen Tobias	3
Es mach mir immer sehr viel spaß.	0
Ich weiß noch nicht, was ich nächstes Jahr machen möchte.	2
Aus diesem Grund pläne ich als Au-pair in Deutschland zu arbeiten.	1
Meine Wohnung ist 2 Zimmer.	3
Es hängt auch von Stadtteil, wo das Objekt sich befindet, weil es in Stadt X, wie auch in anderen Städten, teuere, sogenannte prestige, und auch billigere Bezirke gibt.	0
                                           Deutschland, den 28.02.2012 Liebe Dana, Dein Brief habe ich bekommt und schon gelesen.	2
Außerdem denke ich, dass die Feste nicht nur für uns, sondern auch für Einheimischen zusammen feiern und mitmache.	0
Ich mag nicht Tiere zu Hause mitnehmen, weil ich denke Tiere Schlechtte duft haben.	2
Au-pairs Global Bahnhofstraße 101 65185 Wiesbaden Deutschland                                                                                    Stadt X 28.10.2011 Betreff: Au-pair Stelle in Deutschland Sehr geehrte Damen und Herren, ich habe ihre Anzeige über Internationale Au-pair Vermittlung gelesen und bin dafür interessiert.	1
Lieber Ingo, wie geht es Dir?	4
Und wie gehts dir und deine Frau?	4
Die Einzigartigkeite eines Ländes wird verloren.	0
Wer besorgt um die Aufenhaltsformalitäten.	1
Ich habe grosses Interesse an elektronischer Datenverarbeitung und in der Informatik bilde mich kontinuierlich weiter.	1
Wie es der Mutter des Babys geht?	4
Es kommt auf Ihr wunsch an.	0
Ich hoffe auf eine schnelle Lösung von meinen Problem.	1
Vielen Danke für diene Brief.	2
Mochtest du die Fahrkarte nehmen und am Morgen fahren?	3
Bei der Wirtschaft wird die Kraft von Deutschland Tagfür Tag größer.	0
Ob man Jung oder alt, Reich oder Arm, allein oder mit Großefamilie.	0
Mir geht´s gut.	3
Da ist eine gute Möglichkeit.	2
Wegen ein Geschenk zum meinen Geburtstag, bitte macht ihr keine Sorge, ich freue mich euch wieder zu sehen könne, ich überlege noch genau wann, ich hoffe dass uns beide wären der Sommerferien passend kann.	2
Wo wird man untergebracht?	1
und interesiere mich für die wohnung.	3
Zusätzlich habe ich Computer kenntnisse.	1
Nach einem Vierteljahr, dass ich bei einer Gastfamilie verbracht habe, wurde mir klar, das ist eine Katastrophe.	1
Dadurch geht die Integration viel leichter.	0
In realität ist es doch nicht so einfach.	0
Während des Studium habe ich schon bei einer Firma in Deutschland ein Praktikum gemacht.	1
Mehr Leute haben nur genug zu leben.	0
Als ich klein war habe ich immer mit dem Computer gespielt.	1
Ein Jahr ist schon vorbei und für das neue Jahr habe ich nicht so viele Wünsche.	2
Julia, Ich habe einen Wochenendausflug für Sommer Olimpic  nach London gekauft Leider, Ich Kann nicht fahren, weil ich in die Kirche arbeiten muss und kein Zeit habe.	3
Also mussen wir diese Land und seinen Leuten respektiert.	0
MORGEN MEIN LIEBE DANIELA VIELES DU NACH MITTAGE EM SCHWIMMENBAD MIT UNS.	4
Ich bin 36 Jahre alt und ich bin Lehrerin von Beruf.	1
Du soll nur ein bisschen Futter und Wasser ihn geben.	3
Daniela bringt Falibs und Wassa mit.	4
Aber ich brauch auch eine Wohnung in Neuburg im Größe 70m².	4
Ich warte auf deine Antwort.	2
Viele Grüße Katharina	2
Viele Grüße Katharina	2
Die Migranten sollen der deutschen Gesellschaft näher kommen, sie sollen jedoch eigene Tradition pflegen.	0
Du hast mir gefragt, ob ich mich etwas auf Istanbul gewünscht habe, vielleicht kannst du mir exotische Gewürze mitbringen.	2
Vor diesem Disco war ein Feuerwerk.	2
wan haben sie saiet Komenn sie mit mir.	4
Ich suche auch in internet aber vivieleicht in Zeitung sind mehr Anzeigen.	4
Man kann durch das Lesen nur die richtige Gefülle erleben, wenn man ein Wort nach dem anderem im Original lesen kann.	0
Ihr Baby gewohnt!	4
Ich Möchte eine Häse haben, aber ich habe alagie für die Haar, Ich mache meine Spreahe Kurz, aber die prufun ist nachte Woche dann Ich kann Seit haben.	2
Viele Glückwunsch!	2
                                                         Stadt X, 13.04.2012 Lieber Michael, die Silvesternacht war ganz toll; Ich habe mit meine Familien gefeierte.	2
in Deutsch, oder Fachkenntnisse finden Sie keinen Arbeitsplatz, und sie erheben nur di Zahl der Arbeitslosen, und belasten durch ihre Stlaatlichen finanziellen Unterstützung das Staat.	0
Ich dante Ihnen im varaus mit freundlichen Grüßen	3
Du hast viel Glück, dass ihre Verwandte ins Ausland wohnen und du kannst sie besuchen.	2
Letzter Jahr war für mich schwer wegen gesundeitliche Probleme, deshalb hoffe ich dieser wird beser.	2
Julia Meier Müllergasse 12                                           Stadt X, den 24.09.011 1234 Stadt X Au-Pair-Agentur Schultz & Partner Regenstr.	1
Ich gehe jetzt in die Schule und lerne Deutschsprache, deschalb habe ich noch eine Wunsch.	2
Aus eigener Erfahrung kann ich sagen, dass es ist ein schönes Erlebnis in Stadt X die Traditionen wie zum Beispiel Fasnacht zu geniessen und wissen, warum unbedingt um 5 Uhr Morgens das Fasnacht anfangen sollte.	0
Wie geht es dir?	3
Die meiste Ausländer freuen sich, wenn Turisten in ihrem Land einen kürzeren oder einen längeren Aufenthalt verbringen.	0
Zusammenfassend kann man sagen, das nur einen Unterschied bei den Preißen gibt.	0
Ich habe kein interesse an Geschenken und sowas.	2
Ich freue sehr, dass du jetzt ein Urlaub in Istanbul macht.	2
Diese Gruppe macht jedes Mal eine Party.	0
Jetzt bin ich sehr glücklich, weil ich eine neue arbeite bekommen.	2
Dabei würde ich gern meine Sprachkenntnisse schleifen.	1
Der Wohnungsmarkt ist sehr groß, man muss die Wohnungssuche oder Haussuche mit sehr viel Geduld durchführen.	0
und Ihrer Situration beschreiben.	0
Bis bald Friedrich	2
Ich bin davon überzeugt, dass alle Leute, egal ob sie in seinem Heimat oder im Ausland wohnen, müssen seinen Kultur unterstützen.	0
                                  Stadt X, 13.03.2012 Lieber Michael, ich freue mich sehr über deine Brief, den ich dir sofort antworte.	2
Heutzutage erfreut sich nicht großer Beliebtheit.	0
Ich möchte drei Zimmer in meine wohnung sein.	3
Bis bald Julia	4
und weil ich ein Ausbildung im interculturelle Kommunication absolviert habe, ist mir KundenKontaK kein Fremdwort das Eure Firma ein gut ruf.	1
Wenn man Glück hast, kann er auch Geld davon verdienen.	0
Du  Kann swei oder trei maal in der tag spazieren gehen mit  Bello, das ist ihr name :-) Bitte rufen mich an wann es ist ok  und ich bringe Bello zu ihre hause.	3
Antworte bitte bald.	4
Deshalb ich war immer krank.	1
Im spätjahr werde ich mit meiner Ausbildung als Heilpraktiker abgeschlossen.	2
April gibst du meinen Schlüssel von meinem Haus, ich hoffe ihr habt eine schöne Zeit.	3
Arbeitssuche, Fremsprachelernen, Freunde oder Familie Besuchen oder einfach sich einen Urlaub zu gönnen.	0
Ich freue mir, wenn sie alle kommen könnte.	2
101 90451 Nürnberg Katharina Schmidt Winkelsweg 12 12345 Stadt X                                           Stadt X, 13.10.2011 Sehr geehrte Damen und Herren, mit hilfe Ihre Institution, habe ich 3 Monate bei einer Gastfamilie in Deutschland verbracht.	1
Daher denke ich das trotz die höhen Mieten, das Wohnen und Arbeiten, Ja Leben in einen Grosstadt zu beführworten ist.	0
Ich habe etwa ein Vierteljahr, bei einer Gastfamilie verbracht und ich war ganz unzufrieden.	1
Braucht, man natürlich seine identität nicht verloren, aber integrieren muss.	0
Im nächsten Semester fange ich an meine Abschlußarbeit zu schreiben.	1
Du fragst, was ich eigentlich dieses Jahr von uech zum Geburtstag wünsche.	2
Bei mir alles ist wonderbar bei meinen Famile.	3
Also, habe ich eine Arbeit in Neuburg gefunden und am 15.07.2012 ist meine erste Tag in die Firma.	4
Lernst du eine Sprache - hast du die Möglichkeit eine Kultur zu lernen und verstehen.	0
Es gibt einige Bücher, Gedichte und Stücke die zwar in anderen Sprachen übersetzt werden, jedoch ist der deutscher Stil von grosser Bedeutung.	0
als 450 Euro warm sein.	3
Ich kann mich aber sehr gut erineren, dass ich jeden Tag circa zwei bis vier Stunden reisen solte.	0
wünsche dir schön zeit im Istalbul!	2
Zum beispiel für seine Entwicklung, seine Nachwunsch, so ein Mensch wäre später ein Berater für die andere sein und so wird gehen von Generationen zu Generationen.	0
Katharina Winkelmann	0
in Öesterreich anschauen.	0
Bitte geben mir so schnell wie müglich mein Geld zurück.	1
Ist ein männlich oder eine weiblich?	4
Viele Grüße Dein freund Michael	3
Dein eingeladung farht uns sehr und wir konnen am 16.	2
Kusen Sie viele mal!	2
Der Wohnung findet ich mit 75 m².	4
Wie hoch ist die Wohnung miete?	3
Außerdem ist es wichtig für Kindenfamilien, dass man nicht in einen Gegend einzieht wo viele Studenten wohnen oder wo viele Kneipen sich befinden.	0
August tragen, aber im Gastland sollte ich mich wie zu Hause verhalten.	0
Jetzt suche ich nach Möglichkeiten bei einer deutschen Firma  zu arbeiten, um meine Deutschkenntnisse zu vertiefen und mehr berufliche Erfahrung zu sammeln.	1
Aber habe ich ein paar Fragen.	1
aber können sie sehr schneller und leichter.	0
Wenn du etwas kaufen willst, möchte ich eine Überaschung sein.	2
was machst du Morgen?	4
Herzliche Grüße Eva	2
Und ich hoffe, dass wir uns in einen Monat sehen.	2
Meines Erachtens ist wichtig die Positive zu nehmen wenn ich ein fremde Land besuch.	0
Meine Meinung sind Deutschlerne macht mich Spass.	0
als Spezialist kommt, um an einen befristeten Projekt teilzunehmen, kann man sich leisten, nicht in die Tiefe zu gehen.	0
So muss ich meine Mutter Besuchen.	3
Es gibt reich Leute aber Sie Sind nicht viele.	0
Was sonst zu beachten gibt, ist die Qualität des Hauses oder der Wohnung.	0
Viele Grüße deine Peter.	4
Die Famielien in unserer Stadt wohnen in Einfamielienhäusern.	0
sehr gefragt.	0
Wir kann dann nach Stadt Y und Stadt Z gehen.	2
Wann möchst du wir Treffen?	4
Und ich mit den Leute, die in dieser Tanzgruppe sind, können wir tanzen und feiern wie in meinem Land.	0
Man kann die Wohnung in unserer Stadt per Internet suchen.	0
Herzliche Grüße Tobias	2
"Man sagt, wir leben in der Zeit, in der Englisch, Französisch und Spanisch immer mehr Popularität erwerben und „nützlicher"" angesehen werden."	0
Mit freundlichen Grüssen Maria Meier	1
Wichtig ist, meine Rechte und Pflichten zu weißen.	1
Kannst du mir helfen?	4
Es gibt viele bekannte Industriebereiche in Deutschland, zum Beispiel, Autoherstellung, Pfarmaindustrie, Chemieindustrie, u.s.w.	0
Es ist nicht einfach, auf diese Frage zu antworten.	0
Ich habe an Idee Große der Wohnung.	4
Ich freue mich um baldigen Besuch.	2
Aber eine Auto wird ein Vorteil für die Leute die im ausserhalb des Stadt wohnen wollen.	0
Wills du mit mir ins schwimmbad gehen am Mittwoch abend (13 uhr)?	4
Wie geht es der Mutter und wie geht es dem Baby?	4
Au-pair-Argentur & Partner                                          29.07.2011 90451 Nürnberg Regenstr.	1
Wie kann mann beantworten?	0
Probleme sein.	0
Mann muss auch sagen das es auch Nachteile gibt, z.b.	0
Ich habe eine fahrkarte für einen wochenendausflug gekauft.	3
September 2011 Sehr geehrte Damen und Herren, hiermit möchte ich mich über Ihren Au-pair-Agentur beschweren.	1
weil dort günstiga sind.	2
Ich interesiere mich was muss in die Familie mache.	1
Ich möchte ungefähr 500 Euro.	3
Ich habe immer von einer Arbeit im Verkauf, mit Kunden, geträumt Ich bin bereit jede Frage telefonisch beantworten Mit freundlichen Grüßen Friedrich Müller	1
Wir finnden für Sie die passende Wohnung in der Sie und ihre Familie friedlich und schön Leben könnt.	0
Ich bin vom 25 März bis 9 April nicht zu Hause.	3
Dort kam mein zweite Entäuschung.	1
In meinen Vertrag steht nur Kinderbetreung von 7°° bis 18°° Uhr, von Montag bis Samstag.	1
Viele Glück und Grüße Maria Eva Müller	2
101 90451 Nürnberg  Betreff: Reklamation Sehr geehrte Damen und Herren, Durch Ihrer Au pair Agentur habe ich ein Vierteljahr als Au,pair Mädchen in Deutschland gearbeitet.	1
Du hast mir gefragt für einen Tipp, daüber was für eine Geschenke Ich möchte für mein Geburtstag.	2
Das heist aber nicht, das ich die Traditione von meinem Land vergessen habe.	0
Und was mir sehr gut geholfen hat, war das ich mich intigriert habe.	0
Jetzt studiere ich IT-Systems an Wirtschaftshochschule in Stadt Y. Ich bin im 6.	1
Friedrich Meier Winkelsweg 12 12345 Stadt X   Aupairsglobal Bahnhofstraße 101 65185 Wiesbaden                                                Stadt X, 15.	1
Ich habe auch in der Türkei sehr oft Urlaub gemacht und dort auch sehr viele deutsche Touristen gesehen.	0
Ich warte auf deinen Brief!	2
Ich würde für jede Leser empfehlen neue Kulturen kennenzulernen.	0
Zum Abschluss würde ich sagen dass es wichtig ist dass man nicht seine Traditionen vergisst.	0
Er ist für mich sehr leicht, wenn ich mit den nativen Leuten sprechen kann.	0
Meine Mutter Sprache ist Turkisch.	1
Wie gehts dir?	4
Willst du das?	2
Ich kann ein bischje Deutsch spreche aber nicht zu viel.	1
Naturlich, deswegen suchen wir eine neue Wohnung, weil wir endlich Tiere wollten haben.	2
